sku_ref_id,geographic_hub,weave_category,jacquard_capacity,zari_configuration,warp_denier,weft_denier,zari_wire_denier,warp_net_weight_g,weft_net_weight_g,zari_net_weight_g,bobbin_waste_weight_g,total_saree_weight_g,yarn_raw_cost_inr,zari_raw_cost_inr,labor_surcharge_inr,total_mfg_cost_inr,mrp_inr,selling_price_inr,min_floor_price_inr,weight_category_profile
SKU-0262,Paithan,South Indian Heavy Pattu,2688 Hooks,1Gram Gold Zari,20/22 D,24/26 D,60 Denier,41,56,598,31,725,540,8970,3389,12899,45146,31602,17413,Heavy Bridal Brocade
SKU-0263,Paithan,South Indian Heavy Pattu,2688 Hooks,2G Gold Zari,20/22 D,24/26 D,65 Denier,41,56,394,31,725,540,5910,3389,9839,34436,24105,13282,Heavy Bridal Brocade
SKU-0264,Paithan,South Indian Heavy Pattu,2688 Hooks,3G Gold Zari,20/22 D,24/26 D,70 Denier,41,56,257,31,725,540,3855,3389,7784,27244,19070,10508,Heavy Bridal Brocade
SKU-0265,Paithan,South Indian Heavy Pattu,5400 Hooks,2G Gold Zari,22/24 D,28/30 D,70 Denier,45,64,592,45,1051,540,8880,3479,12899,45146,31602,17413,Ultra-Heavy Royal Heritage Pattu
SKU-0266,Paithan,South Indian Heavy Pattu,5400 Hooks,5G Gold Zari,22/24 D,28/30 D,45 Denier,45,64,2260,45,1051,540,33900,3479,37919,132716,92901,51190,Ultra-Heavy Royal Heritage Pattu
SKU-0267,Paithan,South Indian Heavy Pattu,640 Hooks,1Gram Gold Zari,16/18 D,20/22 D,40 Denier,33,47,120,9,209,540,1800,3300,5640,19740,13818,7614,Lightweight Dress Silk
SKU-0268,Paithan,South Indian Heavy Pattu,640 Hooks,5G Gold Zari,16/18 D,20/22 D,55 Denier,33,47,302,9,209,540,4530,3300,8370,29295,20506,11299,Lightweight Dress Silk
SKU-0269,Pochampally,East Handloom Ikat,1024 Hooks,1Gram Gold Zari,17/19 D,21/23 D,45 Denier,35,49,220,14,318,466,2904,2640,6010,21035,14724,8113,Lightweight Dress Silk
SKU-0270,Pochampally,East Handloom Ikat,1024 Hooks,2G Gold Zari,17/19 D,21/23 D,50 Denier,35,49,145,14,318,466,1914,2640,5020,17570,12299,6777,Lightweight Dress Silk
SKU-0271,Pochampally,East Handloom Ikat,1024 Hooks,3G Gold Zari,17/19 D,21/23 D,55 Denier,35,49,94,14,318,466,1240,2640,4346,15211,10647,5867,Lightweight Dress Silk
SKU-0272,Pochampally,East Handloom Ikat,1534 Hooks,2G Gold Zari,18/20 D,22/24 D,55 Denier,37,51,228,20,454,466,3009,3035,6510,22785,15949,8788,Standard Mid-Weight Saree
SKU-0273,Pochampally,East Handloom Ikat,1534 Hooks,5G Gold Zari,18/20 D,22/24 D,65 Denier,37,51,871,20,454,466,11497,3035,14998,52493,36745,20247,Standard Mid-Weight Saree
SKU-0274,Pochampally,East Handloom Ikat,2400 Hooks,1Gram Gold Zari,19/21 D,23/25 D,55 Denier,39,53,454,25,571,466,5992,2904,9362,32767,22936,12638,Standard Mid-Weight Saree
SKU-0275,Pochampally,East Handloom Ikat,2400 Hooks,3G Gold Zari,19/21 D,23/25 D,65 Denier,39,53,195,25,571,466,2574,2904,5944,20804,14562,8024,Standard Mid-Weight Saree
SKU-0276,Pochampally,East Handloom Ikat,2688 Hooks,3G Gold Zari,20/22 D,24/26 D,70 Denier,41,56,257,31,725,466,3392,2719,6577,23019,16113,8878,Heavy Bridal Brocade
SKU-0277,Pochampally,East Handloom Ikat,2688 Hooks,5G Gold Zari,20/22 D,24/26 D,40 Denier,41,56,1506,31,725,466,19879,2719,23064,80724,56506,31136,Heavy Bridal Brocade
SKU-0278,Pochampally,East Handloom Ikat,5400 Hooks,1Gram Gold Zari,22/24 D,28/30 D,65 Denier,45,64,897,45,1051,466,11840,2930,15236,53326,37328,20568,Ultra-Heavy Royal Heritage Pattu
SKU-0279,Pochampally,East Handloom Ikat,5400 Hooks,5G Gold Zari,22/24 D,28/30 D,45 Denier,45,64,2260,45,1051,466,29832,2930,33228,116298,81408,44857,Ultra-Heavy Royal Heritage Pattu
SKU-0280,Pochampally,East Handloom Ikat,640 Hooks,1Gram Gold Zari,16/18 D,20/22 D,40 Denier,33,47,120,9,209,466,1584,2745,4795,16782,11747,6473,Lightweight Dress Silk
SKU-0281,Pochampally,East Handloom Ikat,640 Hooks,3G Gold Zari,16/18 D,20/22 D,50 Denier,33,47,51,9,209,466,673,2745,3884,13594,9515,5243,Lightweight Dress Silk
SKU-0282,Pochampally,East Handloom Ikat,640 Hooks,5G Gold Zari,16/18 D,20/22 D,55 Denier,33,47,302,9,209,466,3986,2745,7197,25189,17632,9715,Lightweight Dress Silk
SKU-0283,Pochampally,South Tied-Dye Ikat,1024 Hooks,2G Gold Zari,17/19 D,21/23 D,50 Denier,35,49,145,14,318,470,1914,2745,5129,17951,12566,6924,Lightweight Dress Silk
SKU-0284,Pochampally,South Tied-Dye Ikat,1024 Hooks,5G Gold Zari,17/19 D,21/23 D,60 Denier,35,49,554,14,318,470,7312,2745,10527,36844,25791,14211,Lightweight Dress Silk
SKU-0285,Pochampally,South Tied-Dye Ikat,1534 Hooks,2G Gold Zari,18/20 D,22/24 D,55 Denier,37,51,228,20,454,470,3009,2719,6198,21693,15185,8367,Standard Mid-Weight Saree
SKU-0286,Pochampally,South Tied-Dye Ikat,1534 Hooks,3G Gold Zari,18/20 D,22/24 D,60 Denier,37,51,148,20,454,470,1953,2719,5142,17997,12597,6941,Standard Mid-Weight Saree
SKU-0287,Pochampally,South Tied-Dye Ikat,1534 Hooks,5G Gold Zari,18/20 D,22/24 D,65 Denier,37,51,871,20,454,470,11497,2719,14686,51401,35980,19826,Standard Mid-Weight Saree
SKU-0288,Pochampally,South Tied-Dye Ikat,2400 Hooks,2G Gold Zari,19/21 D,23/25 D,60 Denier,39,53,299,25,571,470,3946,3141,7557,26449,18514,10201,Standard Mid-Weight Saree
SKU-0289,Pochampally,South Tied-Dye Ikat,2400 Hooks,3G Gold Zari,19/21 D,23/25 D,65 Denier,39,53,195,25,571,470,2574,3141,6185,21647,15153,8349,Standard Mid-Weight Saree
SKU-0290,Pochampally,South Tied-Dye Ikat,2400 Hooks,5G Gold Zari,19/21 D,23/25 D,70 Denier,39,53,1144,25,571,470,15100,3141,18711,65488,45841,25259,Standard Mid-Weight Saree
SKU-0291,Pochampally,South Tied-Dye Ikat,2688 Hooks,1Gram Gold Zari,20/22 D,24/26 D,60 Denier,41,56,598,31,725,470,7893,3088,11451,40078,28054,15458,Heavy Bridal Brocade
SKU-0292,Pochampally,South Tied-Dye Ikat,2688 Hooks,5G Gold Zari,20/22 D,24/26 D,40 Denier,41,56,1506,31,725,470,19879,3088,23437,82029,57420,31639,Heavy Bridal Brocade
SKU-0293,Pochampally,South Tied-Dye Ikat,5400 Hooks,2G Gold Zari,22/24 D,28/30 D,70 Denier,45,64,592,45,1051,470,7814,2851,11135,38972,27280,15032,Ultra-Heavy Royal Heritage Pattu
SKU-0294,Pochampally,South Tied-Dye Ikat,5400 Hooks,3G Gold Zari,22/24 D,28/30 D,40 Denier,45,64,385,45,1051,470,5082,2851,8403,29410,20587,11344,Ultra-Heavy Royal Heritage Pattu
SKU-0295,Pochampally,South Tied-Dye Ikat,5400 Hooks,5G Gold Zari,22/24 D,28/30 D,45 Denier,45,64,2260,45,1051,470,29832,2851,33153,116035,81224,44756,Ultra-Heavy Royal Heritage Pattu
SKU-0296,Pochampally,South Tied-Dye Ikat,640 Hooks,2G Gold Zari,16/18 D,20/22 D,45 Denier,33,47,79,9,209,470,1042,2745,4257,14899,10429,5746,Lightweight Dress Silk
SKU-0297,Pochampally,South Tied-Dye Ikat,640 Hooks,3G Gold Zari,16/18 D,20/22 D,50 Denier,33,47,51,9,209,470,673,2745,3888,13608,9525,5248,Lightweight Dress Silk
SKU-0298,Pochampally,South Tied-Dye Ikat,640 Hooks,5G Gold Zari,16/18 D,20/22 D,55 Denier,33,47,302,9,209,470,3986,2745,7201,25203,17642,9721,Lightweight Dress Silk
SKU-0299,Sambalpur,East Handloom Ikat,1024 Hooks,2G Gold Zari,17/19 D,21/23 D,50 Denier,35,49,145,14,318,454,1848,2550,4852,16982,11887,6550,Lightweight Dress Silk
SKU-0300,Sambalpur,East Handloom Ikat,1534 Hooks,1Gram Gold Zari,18/20 D,22/24 D,50 Denier,37,51,346,20,454,454,4411,2932,7797,27289,19102,10525,Standard Mid-Weight Saree
SKU-0301,Sambalpur,East Handloom Ikat,1534 Hooks,3G Gold Zari,18/20 D,22/24 D,60 Denier,37,51,148,20,454,454,1887,2932,5273,18455,12918,7118,Standard Mid-Weight Saree
SKU-0302,Sambalpur,East Handloom Ikat,1534 Hooks,5G Gold Zari,18/20 D,22/24 D,65 Denier,37,51,871,20,454,454,11105,2932,14491,50718,35502,19562,Standard Mid-Weight Saree
SKU-0303,Sambalpur,East Handloom Ikat,2400 Hooks,1Gram Gold Zari,19/21 D,23/25 D,55 Denier,39,53,454,25,571,454,5788,2805,9047,31664,22165,12213,Standard Mid-Weight Saree
SKU-0304,Sambalpur,East Handloom Ikat,2400 Hooks,5G Gold Zari,19/21 D,23/25 D,70 Denier,39,53,1144,25,571,454,14586,2805,17845,62457,43720,24090,Standard Mid-Weight Saree
SKU-0305,Sambalpur,East Handloom Ikat,2688 Hooks,1Gram Gold Zari,20/22 D,24/26 D,60 Denier,41,56,598,31,725,454,7624,2626,10704,37464,26224,14450,Heavy Bridal Brocade
SKU-0306,Sambalpur,East Handloom Ikat,2688 Hooks,2G Gold Zari,20/22 D,24/26 D,65 Denier,41,56,394,31,725,454,5023,2626,8103,28360,19852,10939,Heavy Bridal Brocade
SKU-0307,Sambalpur,East Handloom Ikat,2688 Hooks,3G Gold Zari,20/22 D,24/26 D,70 Denier,41,56,257,31,725,454,3276,2626,6356,22246,15572,8580,Heavy Bridal Brocade
SKU-0308,Sambalpur,East Handloom Ikat,2688 Hooks,5G Gold Zari,20/22 D,24/26 D,40 Denier,41,56,1506,31,725,454,19201,2626,22281,77983,54588,30079,Heavy Bridal Brocade
SKU-0309,Sambalpur,East Handloom Ikat,5400 Hooks,1Gram Gold Zari,22/24 D,28/30 D,65 Denier,45,64,897,45,1051,454,11436,2830,14720,51520,36064,19872,Ultra-Heavy Royal Heritage Pattu
SKU-0310,Sambalpur,East Handloom Ikat,5400 Hooks,2G Gold Zari,22/24 D,28/30 D,70 Denier,45,64,592,45,1051,454,7548,2830,10832,37912,26538,14623,Ultra-Heavy Royal Heritage Pattu
SKU-0311,Sambalpur,East Handloom Ikat,5400 Hooks,5G Gold Zari,22/24 D,28/30 D,45 Denier,45,64,2260,45,1051,454,28815,2830,32099,112346,78642,43333,Ultra-Heavy Royal Heritage Pattu
SKU-0312,Sambalpur,East Handloom Ikat,640 Hooks,1Gram Gold Zari,16/18 D,20/22 D,40 Denier,33,47,120,9,209,454,1530,2652,4636,16226,11358,6258,Lightweight Dress Silk
SKU-0313,Sambalpur,East Handloom Ikat,640 Hooks,3G Gold Zari,16/18 D,20/22 D,50 Denier,33,47,51,9,209,454,650,2652,3756,13146,9202,5070,Lightweight Dress Silk
SKU-0314,Sambalpur,East Handloom Ikat,640 Hooks,5G Gold Zari,16/18 D,20/22 D,55 Denier,33,47,302,9,209,454,3850,2652,6956,24346,17042,9390,Lightweight Dress Silk
SKU-0315,Sambalpur,Northeast Assam Silk,1024 Hooks,2G Gold Zari,17/19 D,21/23 D,50 Denier,35,49,145,14,318,433,1848,2703,4984,17444,12210,6728,Lightweight Dress Silk
SKU-0316,Sambalpur,Northeast Assam Silk,1024 Hooks,3G Gold Zari,17/19 D,21/23 D,55 Denier,35,49,94,14,318,433,1198,2703,4334,15169,10618,5850,Lightweight Dress Silk
SKU-0317,Sambalpur,Northeast Assam Silk,1534 Hooks,1Gram Gold Zari,18/20 D,22/24 D,50 Denier,37,51,346,20,454,433,4411,2958,7802,27307,19114,10532,Standard Mid-Weight Saree
SKU-0318,Sambalpur,Northeast Assam Silk,1534 Hooks,3G Gold Zari,18/20 D,22/24 D,60 Denier,37,51,148,20,454,433,1887,2958,5278,18473,12931,7125,Standard Mid-Weight Saree
SKU-0319,Sambalpur,Northeast Assam Silk,1534 Hooks,5G Gold Zari,18/20 D,22/24 D,65 Denier,37,51,871,20,454,433,11105,2958,14496,50736,35515,19569,Standard Mid-Weight Saree
SKU-0320,Sambalpur,Northeast Assam Silk,2400 Hooks,2G Gold Zari,19/21 D,23/25 D,60 Denier,39,53,299,25,571,433,3812,2601,6846,23961,16772,9242,Standard Mid-Weight Saree
SKU-0321,Sambalpur,Northeast Assam Silk,2400 Hooks,3G Gold Zari,19/21 D,23/25 D,65 Denier,39,53,195,25,571,433,2486,2601,5520,19320,13524,7452,Standard Mid-Weight Saree
SKU-0322,Sambalpur,Northeast Assam Silk,2400 Hooks,5G Gold Zari,19/21 D,23/25 D,70 Denier,39,53,1144,25,571,433,14586,2601,17620,61670,43169,23787,Standard Mid-Weight Saree
SKU-0323,Sambalpur,Northeast Assam Silk,2688 Hooks,2G Gold Zari,20/22 D,24/26 D,65 Denier,41,56,394,31,725,433,5023,2703,8159,28556,19989,11014,Heavy Bridal Brocade
SKU-0324,Sambalpur,Northeast Assam Silk,2688 Hooks,3G Gold Zari,20/22 D,24/26 D,70 Denier,41,56,257,31,725,433,3276,2703,6412,22442,15709,8656,Heavy Bridal Brocade
SKU-0325,Sambalpur,Northeast Assam Silk,2688 Hooks,5G Gold Zari,20/22 D,24/26 D,40 Denier,41,56,1506,31,725,433,19201,2703,22337,78179,54725,30154,Heavy Bridal Brocade
SKU-0326,Sambalpur,Northeast Assam Silk,5400 Hooks,3G Gold Zari,22/24 D,28/30 D,40 Denier,45,64,385,45,1051,433,4908,2550,7891,27618,19332,10652,Ultra-Heavy Royal Heritage Pattu
SKU-0327,Sambalpur,Northeast Assam Silk,5400 Hooks,5G Gold Zari,22/24 D,28/30 D,45 Denier,45,64,2260,45,1051,433,28815,2550,31798,111293,77905,42927,Ultra-Heavy Royal Heritage Pattu
SKU-0328,Sambalpur,Northeast Assam Silk,640 Hooks,1Gram Gold Zari,16/18 D,20/22 D,40 Denier,33,47,120,9,209,433,1530,2856,4819,16866,11806,6505,Lightweight Dress Silk
SKU-0329,Sambalpur,Northeast Assam Silk,640 Hooks,2G Gold Zari,16/18 D,20/22 D,45 Denier,33,47,79,9,209,433,1007,2856,4296,15036,10525,5799,Lightweight Dress Silk
SKU-0330,Sambalpur,Northeast Assam Silk,640 Hooks,5G Gold Zari,16/18 D,20/22 D,55 Denier,33,47,302,9,209,433,3850,2856,7139,24986,17490,9637,Lightweight Dress Silk
SKU-0331,Sualkuchi,East Handloom Ikat,1024 Hooks,1Gram Gold Zari,17/19 D,21/23 D,45 Denier,35,49,220,14,318,450,2970,2700,6120,21420,14994,8262,Lightweight Dress Silk
SKU-0332,Sualkuchi,East Handloom Ikat,1024 Hooks,3G Gold Zari,17/19 D,21/23 D,55 Denier,35,49,94,14,318,450,1269,2700,4419,15466,10826,5965,Lightweight Dress Silk
SKU-0333,Sualkuchi,East Handloom Ikat,1534 Hooks,2G Gold Zari,18/20 D,22/24 D,55 Denier,37,51,228,20,454,450,3078,3104,6632,23212,16248,8953,Standard Mid-Weight Saree
SKU-0334,Sualkuchi,East Handloom Ikat,1534 Hooks,3G Gold Zari,18/20 D,22/24 D,60 Denier,37,51,148,20,454,450,1998,3104,5552,19432,13602,7495,Standard Mid-Weight Saree
SKU-0335,Sualkuchi,East Handloom Ikat,2400 Hooks,1Gram Gold Zari,19/21 D,23/25 D,55 Denier,39,53,454,25,571,450,6129,2970,9549,33421,23395,12891,Standard Mid-Weight Saree
SKU-0336,Sualkuchi,East Handloom Ikat,2400 Hooks,5G Gold Zari,19/21 D,23/25 D,70 Denier,39,53,1144,25,571,450,15444,2970,18864,66024,46216,25466,Standard Mid-Weight Saree
SKU-0337,Sualkuchi,East Handloom Ikat,2688 Hooks,2G Gold Zari,20/22 D,24/26 D,65 Denier,41,56,394,31,725,450,5319,2781,8550,29925,20947,11542,Heavy Bridal Brocade
SKU-0338,Sualkuchi,East Handloom Ikat,2688 Hooks,5G Gold Zari,20/22 D,24/26 D,40 Denier,41,56,1506,31,725,450,20331,2781,23562,82467,57726,31808,Heavy Bridal Brocade
SKU-0339,Sualkuchi,East Handloom Ikat,5400 Hooks,1Gram Gold Zari,22/24 D,28/30 D,65 Denier,45,64,897,45,1051,450,12109,2997,15556,54446,38112,21000,Ultra-Heavy Royal Heritage Pattu
SKU-0340,Sualkuchi,East Handloom Ikat,5400 Hooks,2G Gold Zari,22/24 D,28/30 D,70 Denier,45,64,592,45,1051,450,7992,2997,11439,40036,28025,15442,Ultra-Heavy Royal Heritage Pattu
SKU-0341,Sualkuchi,East Handloom Ikat,640 Hooks,1Gram Gold Zari,16/18 D,20/22 D,40 Denier,33,47,120,9,209,450,1620,2808,4878,17073,11951,6585,Lightweight Dress Silk
SKU-0342,Sualkuchi,East Handloom Ikat,640 Hooks,3G Gold Zari,16/18 D,20/22 D,50 Denier,33,47,51,9,209,450,688,2808,3946,13811,9667,5327,Lightweight Dress Silk
SKU-0343,Sualkuchi,Northeast Assam Silk,1534 Hooks,3G Gold Zari,18/20 D,22/24 D,60 Denier,37,51,148,20,454,472,1998,3132,5602,19607,13724,7562,Standard Mid-Weight Saree
SKU-0344,Sualkuchi,Northeast Assam Silk,1534 Hooks,5G Gold Zari,18/20 D,22/24 D,65 Denier,37,51,871,20,454,472,11758,3132,15362,53767,37636,20738,Standard Mid-Weight Saree
SKU-0345,Sualkuchi,Northeast Assam Silk,2400 Hooks,3G Gold Zari,19/21 D,23/25 D,65 Denier,39,53,195,25,571,472,2632,2754,5858,20503,14352,7908,Standard Mid-Weight Saree
SKU-0346,Sualkuchi,Northeast Assam Silk,2688 Hooks,3G Gold Zari,20/22 D,24/26 D,70 Denier,41,56,257,31,725,472,3469,2862,6803,23810,16667,9184,Heavy Bridal Brocade
SKU-0347,Sualkuchi,Northeast Assam Silk,5400 Hooks,1Gram Gold Zari,22/24 D,28/30 D,65 Denier,45,64,897,45,1051,472,12109,2700,15281,53483,37438,20629,Ultra-Heavy Royal Heritage Pattu
SKU-0348,Sualkuchi,Northeast Assam Silk,640 Hooks,1Gram Gold Zari,16/18 D,20/22 D,40 Denier,33,47,120,9,209,472,1620,3024,5116,17906,12534,6906,Lightweight Dress Silk
SKU-0349,Sualkuchi,Northeast Assam Silk,640 Hooks,3G Gold Zari,16/18 D,20/22 D,50 Denier,33,47,51,9,209,472,688,3024,4184,14644,10250,5648,Lightweight Dress Silk
SKU-0350,Sualkuchi,Northeast Assam Silk,640 Hooks,5G Gold Zari,16/18 D,20/22 D,55 Denier,33,47,302,9,209,472,4077,3024,7573,26505,18553,10223,Lightweight Dress Silk
SKU-0351,Surat,Deccan Cotton-Silk,1024 Hooks,2G Gold Zari,17/19 D,21/23 D,50 Denier,35,49,145,14,318,468,1957,2862,5287,18504,12953,7137,Lightweight Dress Silk
SKU-0352,Surat,Deccan Cotton-Silk,1024 Hooks,3G Gold Zari,17/19 D,21/23 D,55 Denier,35,49,94,14,318,468,1269,2862,4599,16096,11267,6208,Lightweight Dress Silk
SKU-0353,Surat,Deccan Cotton-Silk,1024 Hooks,5G Gold Zari,17/19 D,21/23 D,60 Denier,35,49,554,14,318,468,7479,2862,10809,37831,26482,14592,Lightweight Dress Silk
SKU-0354,Surat,Deccan Cotton-Silk,1534 Hooks,1Gram Gold Zari,18/20 D,22/24 D,50 Denier,37,51,346,20,454,468,4671,3024,8163,28570,19999,11020,Standard Mid-Weight Saree
SKU-0355,Surat,Deccan Cotton-Silk,1534 Hooks,2G Gold Zari,18/20 D,22/24 D,55 Denier,37,51,228,20,454,468,3078,3024,6570,22995,16096,8869,Standard Mid-Weight Saree
SKU-0356,Surat,Deccan Cotton-Silk,1534 Hooks,3G Gold Zari,18/20 D,22/24 D,60 Denier,37,51,148,20,454,468,1998,3024,5490,19215,13450,7411,Standard Mid-Weight Saree
SKU-0357,Surat,Deccan Cotton-Silk,2400 Hooks,1Gram Gold Zari,19/21 D,23/25 D,55 Denier,39,53,454,25,571,468,6129,3159,9756,34146,23902,13170,Standard Mid-Weight Saree
SKU-0358,Surat,Deccan Cotton-Silk,2400 Hooks,3G Gold Zari,19/21 D,23/25 D,65 Denier,39,53,195,25,571,468,2632,3159,6259,21906,15334,8449,Standard Mid-Weight Saree
SKU-0359,Surat,Deccan Cotton-Silk,2400 Hooks,5G Gold Zari,19/21 D,23/25 D,70 Denier,39,53,1144,25,571,468,15444,3159,19071,66748,46723,25745,Standard Mid-Weight Saree
SKU-0360,Surat,Deccan Cotton-Silk,2688 Hooks,1Gram Gold Zari,20/22 D,24/26 D,60 Denier,41,56,598,31,725,468,8073,3104,11645,40757,28530,15720,Heavy Bridal Brocade
SKU-0361,Surat,Deccan Cotton-Silk,2688 Hooks,3G Gold Zari,20/22 D,24/26 D,70 Denier,41,56,257,31,725,468,3469,3104,7041,24643,17250,9505,Heavy Bridal Brocade
SKU-0362,Surat,Deccan Cotton-Silk,2688 Hooks,5G Gold Zari,20/22 D,24/26 D,40 Denier,41,56,1506,31,725,468,20331,3104,23903,83660,58562,32269,Heavy Bridal Brocade
SKU-0363,Surat,Deccan Cotton-Silk,5400 Hooks,1Gram Gold Zari,22/24 D,28/30 D,65 Denier,45,64,897,45,1051,468,12109,3159,15736,55076,38553,21243,Ultra-Heavy Royal Heritage Pattu
SKU-0364,Surat,Deccan Cotton-Silk,5400 Hooks,2G Gold Zari,22/24 D,28/30 D,70 Denier,45,64,592,45,1051,468,7992,3159,11619,40666,28466,15685,Ultra-Heavy Royal Heritage Pattu
SKU-0365,Surat,Deccan Cotton-Silk,5400 Hooks,5G Gold Zari,22/24 D,28/30 D,45 Denier,45,64,2260,45,1051,468,30510,3159,34137,119479,83635,46084,Ultra-Heavy Royal Heritage Pattu
SKU-0366,Surat,Deccan Cotton-Silk,640 Hooks,1Gram Gold Zari,16/18 D,20/22 D,40 Denier,33,47,120,9,209,468,1620,3050,5138,17983,12588,6936,Lightweight Dress Silk
SKU-0367,Surat,Deccan Cotton-Silk,640 Hooks,2G Gold Zari,16/18 D,20/22 D,45 Denier,33,47,79,9,209,468,1066,3050,4584,16044,11230,6188,Lightweight Dress Silk
SKU-0368,Surat,Deccan Cotton-Silk,640 Hooks,5G Gold Zari,16/18 D,20/22 D,55 Denier,33,47,302,9,209,468,4077,3050,7595,26582,18607,10253,Lightweight Dress Silk
SKU-0369,Surat,North Silk-Cotton Mix,1024 Hooks,2G Gold Zari,17/19 D,21/23 D,50 Denier,35,49,145,14,318,454,1957,2700,5111,17888,12521,6899,Lightweight Dress Silk
SKU-0370,Surat,North Silk-Cotton Mix,1534 Hooks,3G Gold Zari,18/20 D,22/24 D,60 Denier,37,51,148,20,454,454,1998,3024,5476,19166,13416,7392,Standard Mid-Weight Saree
SKU-0371,Surat,North Silk-Cotton Mix,1534 Hooks,5G Gold Zari,18/20 D,22/24 D,65 Denier,37,51,871,20,454,454,11758,3024,15236,53326,37328,20568,Standard Mid-Weight Saree
SKU-0372,Surat,North Silk-Cotton Mix,2400 Hooks,2G Gold Zari,19/21 D,23/25 D,60 Denier,39,53,299,25,571,454,4036,2835,7325,25637,17946,9888,Standard Mid-Weight Saree
SKU-0373,Surat,North Silk-Cotton Mix,2400 Hooks,5G Gold Zari,19/21 D,23/25 D,70 Denier,39,53,1144,25,571,454,15444,2835,18733,65565,45895,25289,Standard Mid-Weight Saree
SKU-0374,Surat,North Silk-Cotton Mix,2688 Hooks,1Gram Gold Zari,20/22 D,24/26 D,60 Denier,41,56,598,31,725,454,8073,2727,11254,39389,27572,15192,Heavy Bridal Brocade
SKU-0375,Surat,North Silk-Cotton Mix,5400 Hooks,1Gram Gold Zari,22/24 D,28/30 D,65 Denier,45,64,897,45,1051,454,12109,3186,15749,55121,38585,21261,Ultra-Heavy Royal Heritage Pattu
SKU-0376,Surat,North Silk-Cotton Mix,5400 Hooks,2G Gold Zari,22/24 D,28/30 D,70 Denier,45,64,592,45,1051,454,7992,3186,11632,40712,28498,15703,Ultra-Heavy Royal Heritage Pattu
SKU-0377,Surat,North Silk-Cotton Mix,5400 Hooks,5G Gold Zari,22/24 D,28/30 D,45 Denier,45,64,2260,45,1051,454,30510,3186,34150,119525,83667,46102,Ultra-Heavy Royal Heritage Pattu
SKU-0378,Uppada,East Handloom Ikat,1024 Hooks,1Gram Gold Zari,17/19 D,21/23 D,45 Denier,35,49,220,14,318,484,3135,2850,6469,22641,15849,8733,Lightweight Dress Silk
SKU-0379,Uppada,East Handloom Ikat,1024 Hooks,2G Gold Zari,17/19 D,21/23 D,50 Denier,35,49,145,14,318,484,2066,2850,5400,18900,13230,7290,Lightweight Dress Silk
SKU-0380,Uppada,East Handloom Ikat,1024 Hooks,3G Gold Zari,17/19 D,21/23 D,55 Denier,35,49,94,14,318,484,1339,2850,4673,16355,11448,6308,Lightweight Dress Silk
SKU-0381,Uppada,East Handloom Ikat,1024 Hooks,5G Gold Zari,17/19 D,21/23 D,60 Denier,35,49,554,14,318,484,7894,2850,11228,39298,27508,15157,Lightweight Dress Silk
SKU-0382,Uppada,East Handloom Ikat,1534 Hooks,3G Gold Zari,18/20 D,22/24 D,60 Denier,37,51,148,20,454,484,2109,3277,5870,20545,14381,7924,Standard Mid-Weight Saree
SKU-0383,Uppada,East Handloom Ikat,1534 Hooks,5G Gold Zari,18/20 D,22/24 D,65 Denier,37,51,871,20,454,484,12411,3277,16172,56602,39621,21832,Standard Mid-Weight Saree
SKU-0384,Uppada,East Handloom Ikat,2400 Hooks,1Gram Gold Zari,19/21 D,23/25 D,55 Denier,39,53,454,25,571,484,6469,3135,10088,35308,24715,13618,Standard Mid-Weight Saree
SKU-0385,Uppada,East Handloom Ikat,2400 Hooks,2G Gold Zari,19/21 D,23/25 D,60 Denier,39,53,299,25,571,484,4260,3135,7879,27576,19303,10636,Standard Mid-Weight Saree
SKU-0386,Uppada,East Handloom Ikat,2400 Hooks,3G Gold Zari,19/21 D,23/25 D,65 Denier,39,53,195,25,571,484,2778,3135,6397,22389,15672,8635,Standard Mid-Weight Saree
SKU-0387,Uppada,East Handloom Ikat,2400 Hooks,5G Gold Zari,19/21 D,23/25 D,70 Denier,39,53,1144,25,571,484,16302,3135,19921,69723,48806,26893,Standard Mid-Weight Saree
SKU-0388,Uppada,East Handloom Ikat,2688 Hooks,2G Gold Zari,20/22 D,24/26 D,65 Denier,41,56,394,31,725,484,5614,2935,9033,31615,22130,12194,Heavy Bridal Brocade
SKU-0389,Uppada,East Handloom Ikat,5400 Hooks,1Gram Gold Zari,22/24 D,28/30 D,65 Denier,45,64,897,45,1051,484,12782,3163,16429,57501,40251,22179,Ultra-Heavy Royal Heritage Pattu
SKU-0390,Uppada,East Handloom Ikat,5400 Hooks,2G Gold Zari,22/24 D,28/30 D,70 Denier,45,64,592,45,1051,484,8436,3163,12083,42290,29603,16312,Ultra-Heavy Royal Heritage Pattu
SKU-0391,Uppada,East Handloom Ikat,5400 Hooks,5G Gold Zari,22/24 D,28/30 D,45 Denier,45,64,2260,45,1051,484,32205,3163,35852,125482,87837,48400,Ultra-Heavy Royal Heritage Pattu
SKU-0392,Uppada,East Handloom Ikat,640 Hooks,1Gram Gold Zari,16/18 D,20/22 D,40 Denier,33,47,120,9,209,484,1710,2964,5158,18053,12637,6963,Lightweight Dress Silk
SKU-0393,Uppada,East Handloom Ikat,640 Hooks,5G Gold Zari,16/18 D,20/22 D,55 Denier,33,47,302,9,209,484,4303,2964,7751,27128,18989,10463,Lightweight Dress Silk
